Date,Spot,Storage,HDD,CDD
2014-01-18,4.445,2389.714285714286,29,0
2014-01-19,4.5,2355.4285714285716,26,0
2014-01-20,4.555,2321.1428571428573,23,0
2014-01-21,4.61,2286.8571428571427,32,0
2014-01-22,4.92,2252.5714285714284,38,0
2014-01-23,5.64,2218.285714285714,40,0
2014-01-24,5.17,2184.0,39,0
2014-01-25,5.333333333333333,2146.8571428571427,32,0
2014-01-26,5.496666666666667,2109.714285714286,29,0
2014-01-27,5.66,2072.5714285714284,31,0
2014-01-28,5.25,2035.4285714285713,40,0
2014-01-29,5.23,1998.2857142857142,38,0
2014-01-30,5.27,1961.142857142857,35,0
2014-01-31,5.04,1924.0,30,0
2014-02-01,5.04,1891.0,26,0
2014-02-02,5.04,1858.0,27,0
2014-02-03,5.04,1825.0,31,0
2014-02-04,5.78,1792.0,33,0
2014-02-05,8.12,1759.0,33,1
2014-02-06,6.9,1726.0,39,0
2014-02-07,5.92,1693.0,38,0
2014-02-08,6.663333333333333,1657.4285714285713,34,0
2014-02-09,7.406666666666667,1621.857142857143,31,0
2014-02-10,8.15,1586.2857142857142,34,0
2014-02-11,7.75,1550.7142857142858,37,0
2014-02-12,5.96,1515.142857142857,35,0
2014-02-13,5.34,1479.5714285714287,29,0
2014-02-14,5.54,1444.0,26,0
2014-02-15,5.605,1430.2857142857142,27,0
2014-02-16,5.67,1416.5714285714287,27,0
2014-02-17,5.734999999999999,1402.857142857143,26,0
2014-02-18,5.8,1389.142857142857,22,0
2014-02-19,6.0,1375.4285714285713,19,0
2014-02-20,5.96,1361.7142857142858,17,1
2014-02-21,6.24,1348.0,19,0
2014-02-22,6.1866666666666665,1326.2857142857142,20,0
2014-02-23,6.133333333333334,1304.5714285714287,21,1
2014-02-24,6.08,1282.857142857143,24,0
2014-02-25,5.21,1261.142857142857,27,0
2014-02-26,4.81,1239.4285714285713,32,0
2014-02-27,4.61,1217.7142857142858,33,0
2014-02-28,4.8,1196.0,32,0
2014-03-01,5.5633333333333335,1168.2857142857142,28,0
2014-03-02,6.326666666666666,1140.5714285714287,28,0
2014-03-03,7.09,1112.857142857143,34,0
2014-03-04,7.98,1085.142857142857,34,0
2014-03-05,6.46,1057.4285714285713,29,0
2014-03-06,4.89,1029.7142857142858,27,0
2014-03-07,4.78,1002.0,24,0
2014-03-08,4.743333333333333,995.0,21,0
2014-03-09,4.706666666666667,988.0,20,0
2014-03-10,4.67,981.0,16,0
2014-03-11,4.67,974.0,12,0
2014-03-12,4.72,967.0,17,0
2014-03-13,4.41,960.0,26,0
2014-03-14,4.4,953.0,21,0
2014-03-15,4.456666666666667,944.7142857142857,16,0
2014-03-16,4.513333333333334,936.4285714285714,21,1
2014-03-17,4.57,928.1428571428571,25,0
2014-03-18,4.42,919.8571428571429,22,0
2014-03-19,4.43,911.5714285714286,19,0
2014-03-20,4.39,903.2857142857142,17,0
2014-03-21,4.33,895.0,16,0
2014-03-22,4.36,884.8571428571429,17,1
2014-03-23,4.39,874.7142857142857,21,0
2014-03-24,4.42,864.5714285714286,25,0
2014-03-25,4.53,854.4285714285714,25,0
2014-03-26,4.44,844.2857142857143,26,0
2014-03-27,4.39,834.1428571428571,21,0
2014-03-28,4.5,824.0,16,1
2014-03-29,4.493333333333333,824.4285714285714,15,1
2014-03-30,4.486666666666667,824.8571428571429,16,0
2014-03-31,4.48,825.2857142857143,14,0
2014-04-01,4.39,825.7142857142857,14,1
2014-04-02,4.39,826.1428571428571,14,1
2014-04-03,4.51,826.5714285714286,13,2
2014-04-04,4.49,827.0,14,1
2014-04-05,4.5200000000000005,830.2857142857143,15,1
2014-04-06,4.55,833.5714285714286,15,1
2014-04-07,4.58,836.8571428571429,13,1
2014-04-08,4.57,840.1428571428571,11,1
2014-04-09,4.67,843.4285714285714,10,1
2014-04-10,4.67,846.7142857142857,9,1
2014-04-11,4.67,850.0,7,1
2014-04-12,4.66,857.0,7,1
2014-04-13,4.6499999999999995,864.0,6,1
2014-04-14,4.64,871.0,9,1
2014-04-15,4.69,878.0,14,1
2014-04-16,4.64,885.0,18,0
2014-04-17,4.64,892.0,15,0
2014-04-18,4.67,899.0,13,1
2014-04-19,4.699999999999999,910.7142857142857,10,1
2014-04-20,4.7299999999999995,922.4285714285714,8,0
2014-04-21,4.76,934.1428571428571,7,1
2014-04-22,4.76,945.8571428571429,7,1
2014-04-23,4.81,957.5714285714286,10,1
2014-04-24,4.81,969.2857142857142,10,1
2014-04-25,4.83,981.0,9,2
2014-04-26,4.793333333333333,991.5714285714286,9,2
2014-04-27,4.756666666666667,1002.1428571428571,10,2
2014-04-28,4.72,1012.7142857142857,9,2
2014-04-29,4.78,1023.2857142857143,9,2
2014-04-30,4.79,1033.857142857143,9,2
2014-05-01,4.79,1044.4285714285713,8,2
2014-05-02,4.73,1055.0,8,2
2014-05-03,4.73,1070.0,6,2
2014-05-04,4.73,1085.0,6,2
2014-05-05,4.73,1100.0,7,3
2014-05-06,4.8,1115.0,7,3
2014-05-07,4.82,1130.0,6,3
2014-05-08,4.77,1145.0,4,4
2014-05-09,4.59,1160.0,4,4
2014-05-10,4.566666666666666,1175.2857142857142,3,4
2014-05-11,4.543333333333333,1190.5714285714287,3,5
2014-05-12,4.52,1205.857142857143,2,5
2014-05-13,4.47,1221.142857142857,3,5
2014-05-14,4.47,1236.4285714285713,5,4
2014-05-15,4.42,1251.7142857142858,5,3
2014-05-16,4.42,1267.0,7,2
2014-05-17,4.46,1283.142857142857,7,2
2014-05-18,4.5,1299.2857142857142,7,2
2014-05-19,4.54,1315.4285714285713,5,2
2014-05-20,4.53,1331.5714285714287,3,3
2014-05-21,4.57,1347.7142857142858,2,4
2014-05-22,4.57,1363.857142857143,2,4
2014-05-23,4.4,1380.0,2,4
2014-05-24,4.4,1397.0,2,4
2014-05-25,4.4,1414.0,1,5
2014-05-26,4.4,1431.0,1,6
2014-05-27,4.4,1448.0,1,7
2014-05-28,4.56,1465.0,2,6
2014-05-29,4.63,1482.0,3,5
2014-05-30,4.49,1499.0,1,5
2014-05-31,4.49,1514.4285714285713,1,6
2014-06-01,4.49,1529.857142857143,1,6
2014-06-02,4.49,1545.2857142857142,1,6
2014-06-03,4.62,1560.7142857142858,0,8
2014-06-04,4.62,1576.142857142857,1,7
2014-06-05,4.66,1591.5714285714287,1,6
2014-06-06,4.66,1607.0,1,6
2014-06-07,4.663333333333333,1623.0,1,6
2014-06-08,4.666666666666667,1639.0,1,6
2014-06-09,4.67,1655.0,1,6
2014-06-10,4.67,1671.0,1,7
2014-06-11,4.51,1687.0,1,6
2014-06-12,4.51,1703.0,1,6
2014-06-13,4.7,1719.0,1,6
2014-06-14,4.703333333333333,1734.7142857142858,2,5
2014-06-15,4.706666666666667,1750.4285714285713,1,6
2014-06-16,4.71,1766.142857142857,1,8
2014-06-17,4.68,1781.857142857143,1,10
2014-06-18,4.68,1797.5714285714287,1,11
2014-06-19,4.67,1813.2857142857142,0,9
2014-06-20,4.53,1829.0,1,9
2014-06-21,4.53,1843.142857142857,1,8
2014-06-22,4.53,1857.2857142857142,0,8
2014-06-23,4.53,1871.4285714285713,0,8
2014-06-24,4.49,1885.5714285714287,0,9
2014-06-25,4.58,1899.7142857142858,0,10
2014-06-26,4.58,1913.857142857143,0,9
2014-06-27,4.39,1928.0,0,9
2014-06-28,4.39,1941.5714285714287,0,10
2014-06-29,4.39,1955.142857142857,0,10
2014-06-30,4.39,1968.7142857142858,0,11
2014-07-01,4.47,1982.2857142857142,0,12
2014-07-02,4.47,1995.857142857143,0,12
2014-07-03,4.31,2009.4285714285713,0,10
2014-07-04,4.31,2023.0,0,8
2014-07-05,4.31,2038.0,0,8
2014-07-06,4.31,2053.0,0,9
2014-07-07,4.31,2068.0,0,12
2014-07-08,4.18,2083.0,0,12
2014-07-09,4.17,2098.0,0,11
2014-07-10,4.15,2113.0,0,9
2014-07-11,4.13,2128.0,0,9
2014-07-12,4.13,2141.0,0,11
2014-07-13,4.13,2154.0,0,12
2014-07-14,4.13,2167.0,0,12
2014-07-15,4.13,2180.0,1,10
2014-07-16,4.16,2193.0,1,7
2014-07-17,4.04,2206.0,0,6
2014-07-18,4.08,2219.0,0,6
2014-07-19,4.01,2231.5714285714284,0,6
2014-07-20,3.94,2244.1428571428573,0,9
2014-07-21,3.87,2256.714285714286,0,10
2014-07-22,3.81,2269.285714285714,0,12
2014-07-23,3.83,2281.8571428571427,0,12
2014-07-24,3.83,2294.4285714285716,0,10
2014-07-25,3.86,2307.0,0,9
2014-07-26,3.853333333333333,2318.5714285714284,0,11
2014-07-27,3.8466666666666667,2330.1428571428573,0,12
2014-07-28,3.84,2341.714285714286,0,10
2014-07-29,3.79,2353.285714285714,1,7
2014-07-30,3.78,2364.8571428571427,0,7
2014-07-31,3.78,2376.4285714285716,0,8
2014-08-01,3.77,2388.0,0,9
2014-08-02,3.8033333333333332,2399.285714285714,0,8
2014-08-03,3.836666666666667,2410.5714285714284,0,9
2014-08-04,3.87,2421.8571428571427,0,9
2014-08-05,3.87,2433.1428571428573,0,10
2014-08-06,3.92,2444.4285714285716,0,10
2014-08-07,3.99,2455.714285714286,0,9
2014-08-08,3.94,2467.0,0,9
2014-08-09,3.96,2479.5714285714284,0,9
2014-08-10,3.98,2492.1428571428573,0,10
2014-08-11,4.0,2504.714285714286,0,10
2014-08-12,3.94,2517.285714285714,0,9
2014-08-13,3.9,2529.8571428571427,0,8
2014-08-14,3.85,2542.4285714285716,1,7
2014-08-15,3.8,2555.0,1,7
2014-08-16,3.793333333333333,2565.8571428571427,0,8
2014-08-17,3.7866666666666666,2576.714285714286,0,9
2014-08-18,3.78,2587.5714285714284,0,10
2014-08-19,3.84,2598.4285714285716,0,10
2014-08-20,3.88,2609.285714285714,0,10
2014-08-21,3.88,2620.1428571428573,0,11
2014-08-22,3.88,2631.0,0,11
2014-08-23,3.9,2642.1428571428573,0,10
2014-08-24,3.92,2653.285714285714,0,10
2014-08-25,3.94,2664.4285714285716,0,10
2014-08-26,3.99,2675.5714285714284,0,10
2014-08-27,4.02,2686.714285714286,0,10
2014-08-28,4.06,2697.8571428571427,0,9
2014-08-29,4.04,2709.0,0,9
2014-08-30,4.0325,2722.1428571428573,0,9
2014-08-31,4.025,2735.285714285714,0,11
2014-09-01,4.0175,2748.4285714285716,0,12
2014-09-02,4.01,2761.5714285714284,0,12
2014-09-03,3.94,2774.714285714286,0,10
2014-09-04,3.91,2787.8571428571427,0,10
2014-09-05,3.86,2801.0,0,11
2014-09-06,3.86,2813.714285714286,0,10
2014-09-07,3.86,2826.4285714285716,0,7
2014-09-08,3.86,2839.1428571428573,1,6
2014-09-09,3.93,2851.8571428571427,1,7
2014-09-10,3.98,2864.5714285714284,1,8
2014-09-11,3.94,2877.285714285714,3,8
2014-09-12,3.82,2890.0,4,6
2014-09-13,3.853333333333333,2904.0,5,5
2014-09-14,3.8866666666666667,2918.0,5,5
2014-09-15,3.92,2932.0,4,5
2014-09-16,3.85,2946.0,4,6
2014-09-17,3.97,2960.0,3,6
2014-09-18,3.99,2974.0,3,5
2014-09-19,3.99,2988.0,3,5
2014-09-20,3.9533333333333336,3003.8571428571427,1,5
2014-09-21,3.9166666666666665,3019.714285714286,1,6
2014-09-22,3.88,3035.5714285714284,2,4
2014-09-23,3.9,3051.4285714285716,4,3
2014-09-24,3.84,3067.285714285714,4,3
2014-09-25,3.89,3083.1428571428573,2,3
2014-09-26,3.89,3099.0,1,4
2014-09-27,3.89,3114.1428571428573,1,3
2014-09-28,3.89,3129.285714285714,1,4
2014-09-29,3.89,3144.4285714285716,1,4
2014-09-30,4.14,3159.5714285714284,3,4
2014-10-01,4.14,3174.714285714286,3,4
2014-10-02,4.0,3189.8571428571427,3,5
2014-10-03,3.94,3205.0,4,4
2014-10-04,3.9233333333333333,3218.285714285714,8,3
2014-10-05,3.9066666666666667,3231.5714285714284,9,2
2014-10-06,3.89,3244.8571428571427,7,3
2014-10-07,3.88,3258.1428571428573,4,4
2014-10-08,3.88,3271.4285714285716,3,4
2014-10-09,3.87,3284.714285714286,6,4
2014-10-10,3.86,3298.0,8,4
2014-10-11,3.8633333333333333,3311.5714285714284,8,3
2014-10-12,3.8666666666666667,3325.1428571428573,8,3
2014-10-13,3.87,3338.714285714286,6,3
2014-10-14,3.91,3352.285714285714,3,2
2014-10-15,3.81,3365.8571428571427,4,2
2014-10-16,3.8,3379.4285714285716,4,1
2014-10-17,3.73,3393.0,5,1
2014-10-18,3.716666666666667,3405.4285714285716,6,1
2014-10-19,3.703333333333333,3417.8571428571427,9,1
2014-10-20,3.69,3430.285714285714,9,1
2014-10-21,3.62,3442.714285714286,9,1
2014-10-22,3.69,3455.1428571428573,10,1
2014-10-23,3.6,3467.5714285714284,9,1
2014-10-24,3.53,3480.0,7,1
2014-10-25,3.54,3493.0,6,1
2014-10-26,3.55,3506.0,7,1
2014-10-27,3.56,3519.0,7,1
2014-10-28,3.53,3532.0,6,1
2014-10-29,3.6,3545.0,8,1
2014-10-30,3.76,3558.0,11,1
2014-10-31,3.82,3571.0,15,1
2014-11-01,3.82,3576.714285714286,19,0
2014-11-02,3.82,3582.4285714285716,19,0
2014-11-03,3.82,3588.1428571428573,15,0
2014-11-04,3.67,3593.8571428571427,12,0
2014-11-05,3.83,3599.5714285714284,11,1
2014-11-06,3.92,3605.285714285714,11,1
2014-11-07,3.92,3611.0,15,0
2014-11-08,4.006666666666667,3608.5714285714284,17,0
2014-11-09,4.093333333333333,3606.1428571428573,15,0
2014-11-10,4.18,3603.714285714286,13,0
2014-11-11,4.18,3601.285714285714,15,0
2014-11-12,4.2,3598.8571428571427,20,0
2014-11-13,4.2,3596.4285714285716,26,0
2014-11-14,4.05,3594.0,28,0
2014-11-15,4.12,3570.8571428571427,28,0
2014-11-16,4.1899999999999995,3547.714285714286,27,0
2014-11-17,4.26,3524.5714285714284,26,0
2014-11-18,4.33,3501.4285714285716,31,0
2014-11-19,4.41,3478.285714285714,30,0
2014-11-20,4.41,3455.1428571428573,27,0
2014-11-21,4.32,3432.0,26,0
2014-11-22,4.243333333333333,3428.8571428571427,21,0
2014-11-23,4.166666666666667,3425.714285714286,15,1
2014-11-24,4.09,3422.5714285714284,13,1
2014-11-25,4.09,3419.4285714285716,18,1
2014-11-26,4.15,3416.285714285714,21,0
2014-11-27,4.225,3413.1428571428573,24,0
2014-11-28,4.3,3410.0,25,0
2014-11-29,4.3,3402.714285714286,21,0
2014-11-30,4.3,3395.4285714285716,17,0
2014-12-01,4.3,3388.1428571428573,19,0
2014-12-02,3.77,3380.8571428571427,24,0
2014-12-03,3.63,3373.5714285714284,21,0
2014-12-04,3.63,3366.285714285714,21,0
2014-12-05,3.42,3359.0,19,1
2014-12-06,3.42,3350.0,18,1
2014-12-07,3.42,3341.0,21,0
2014-12-08,3.42,3332.0,23,0
2014-12-09,3.63,3323.0,22,0
2014-12-10,3.65,3314.0,23,0
2014-12-11,3.68,3305.0,24,0
2014-12-12,3.91,3296.0,23,0
2014-12-13,3.8466666666666667,3288.8571428571427,21,0
2014-12-14,3.7833333333333337,3281.714285714286,20,0
2014-12-15,3.72,3274.5714285714284,19,0
2014-12-16,3.58,3267.4285714285716,22,0
2014-12-17,3.72,3260.285714285714,24,0
2014-12-18,3.71,3253.1428571428573,26,0
2014-12-19,3.71,3246.0,25,0
2014-12-20,3.4899999999999998,3242.285714285714,26,0
2014-12-21,3.27,3238.5714285714284,23,0
2014-12-22,3.05,3234.8571428571427,20,0
2014-12-23,2.99,3231.1428571428573,18,0
2014-12-24,2.99,3227.4285714285716,17,1
2014-12-25,2.865,3223.714285714286,19,0
2014-12-26,2.74,3220.0,22,0
2014-12-27,2.85,3201.285714285714,21,0
2014-12-28,2.96,3182.5714285714284,24,0
2014-12-29,3.07,3163.8571428571427,26,0
2014-12-30,3.14,3145.1428571428573,32,0
2014-12-31,3.14,3126.4285714285716,36,0
2015-01-01,3.075,3107.714285714286,33,0
2015-01-02,3.01,3089.0,29,0
2015-01-03,3.08,3055.4285714285716,25,1
2015-01-04,3.15,3021.8571428571427,23,1
2015-01-05,3.22,2988.285714285714,30,0
2015-01-06,2.98,2954.714285714286,32,0
2015-01-07,3.08,2921.1428571428573,35,0
2015-01-08,2.92,2887.5714285714284,40,0
2015-01-09,2.96,2854.0,37,0
2015-01-10,2.94,2823.0,36,0
2015-01-11,2.92,2792.0,32,0
2015-01-12,2.9,2761.0,29,0
2015-01-13,2.92,2730.0,32,0
2015-01-14,3.15,2699.0,34,0
2015-01-15,3.32,2668.0,30,0
2015-01-16,3.11,2637.0,26,0
2015-01-17,3.0675,2623.5714285714284,26,0
2015-01-18,3.025,2610.1428571428573,22,0
2015-01-19,2.9825,2596.714285714286,21,0
2015-01-20,2.94,2583.285714285714,23,0
2015-01-21,2.94,2569.8571428571427,25,0
2015-01-22,2.95,2556.4285714285716,26,0
2015-01-23,2.96,2543.0,26,0
2015-01-24,2.9466666666666668,2526.5714285714284,24,0
2015-01-25,2.933333333333333,2510.1428571428573,23,0
2015-01-26,2.92,2493.714285714286,26,0
2015-01-27,2.96,2477.285714285714,27,0
2015-01-28,2.89,2460.8571428571427,26,0
2015-01-29,2.88,2444.4285714285716,26,0
2015-01-30,2.88,2428.0,27,0
2015-01-31,2.88,2405.1428571428573,29,0
2015-02-01,2.88,2382.285714285714,27,0
2015-02-02,2.88,2359.4285714285716,30,0
2015-02-03,2.67,2336.5714285714284,32,0
2015-02-04,2.73,2313.714285714286,28,0
2015-02-05,2.66,2290.8571428571427,30,0
2015-02-06,2.66,2268.0,31,0
2015-02-07,2.646666666666667,2252.285714285714,24,0
2015-02-08,2.6333333333333333,2236.5714285714284,19,0
2015-02-09,2.62,2220.8571428571427,22,0
2015-02-10,2.67,2205.1428571428573,24,0
2015-02-11,2.86,2189.4285714285716,25,0
2015-02-12,2.86,2173.714285714286,28,0
2015-02-13,2.75,2158.0,32,0
2015-02-14,2.75,2126.5714285714284,29,0
2015-02-15,2.75,2095.1428571428573,35,0
2015-02-16,2.75,2063.714285714286,36,0
2015-02-17,2.75,2032.2857142857142,35,0
2015-02-18,2.92,2000.857142857143,35,0
2015-02-19,2.92,1969.4285714285716,39,0
2015-02-20,3.02,1938.0,37,0
2015-02-21,3.086666666666667,1905.2857142857142,31,0
2015-02-22,3.1533333333333333,1872.5714285714287,28,0
2015-02-23,3.22,1839.857142857143,35,0
2015-02-24,3.22,1807.142857142857,37,0
2015-02-25,3.21,1774.4285714285713,33,0
2015-02-26,3.21,1741.7142857142858,34,0
2015-02-27,2.79,1709.0,37,0
2015-02-28,2.79,1680.7142857142858,36,0
2015-03-01,2.79,1652.4285714285713,32,0
2015-03-02,2.79,1624.142857142857,28,0
2015-03-03,3.0,1595.857142857143,26,0
2015-03-04,3.27,1567.5714285714287,24,1
2015-03-05,3.27,1539.2857142857142,29,1
2015-03-06,2.89,1511.0,33,0
2015-03-07,2.8433333333333333,1504.857142857143,26,0
2015-03-08,2.796666666666667,1498.7142857142858,21,0
2015-03-09,2.75,1492.5714285714287,18,0
2015-03-10,2.76,1486.4285714285713,15,1
2015-03-11,2.76,1480.2857142857142,13,1
2015-03-12,2.82,1474.142857142857,14,1
2015-03-13,2.72,1468.0,15,1
2015-03-14,2.706666666666667,1469.5714285714287,13,1
2015-03-15,2.6933333333333334,1471.142857142857,12,1
2015-03-16,2.68,1472.7142857142858,11,1
2015-03-17,2.82,1474.2857142857142,12,1
2015-03-18,2.8,1475.857142857143,17,1
2015-03-19,2.86,1477.4285714285713,18,1
2015-03-20,2.86,1479.0,17,1
2015-03-21,2.8133333333333335,1476.4285714285713,15,1
2015-03-22,2.7666666666666666,1473.857142857143,17,1
2015-03-23,2.72,1471.2857142857142,19,1
2015-03-24,2.79,1468.7142857142858,18,0
2015-03-25,2.77,1466.142857142857,15,1
2015-03-26,2.77,1463.5714285714287,13,1
2015-03-27,2.89,1461.0,17,1
2015-03-28,2.8066666666666666,1463.142857142857,21,0
2015-03-29,2.7233333333333336,1465.2857142857142,19,0
2015-03-30,2.64,1467.4285714285713,14,1
2015-03-31,2.65,1469.5714285714287,12,1
2015-04-01,2.62,1471.7142857142858,12,1
2015-04-02,2.63,1473.857142857143,11,2
2015-04-03,2.63,1476.0,10,2
2015-04-04,2.63,1485.0,13,1
2015-04-05,2.63,1494.0,14,1
2015-04-06,2.63,1503.0,12,1
2015-04-07,2.71,1512.0,11,2
2015-04-08,2.71,1521.0,11,3
2015-04-09,2.72,1530.0,11,3
2015-04-10,2.58,1539.0,10,2
2015-04-11,2.58,1551.7142857142858,10,1
2015-04-12,2.58,1564.4285714285713,8,1
2015-04-13,2.58,1577.142857142857,7,2
2015-04-14,2.58,1589.857142857143,8,2
2015-04-15,2.62,1602.5714285714287,8,1
2015-04-16,2.61,1615.2857142857142,8,1
2015-04-17,2.67,1628.0,5,1
2015-04-18,2.6366666666666667,1639.857142857143,4,2
2015-04-19,2.603333333333333,1651.7142857142858,6,2
2015-04-20,2.57,1663.5714285714287,8,1
2015-04-21,2.59,1675.4285714285713,9,1
2015-04-22,2.63,1687.2857142857142,11,1
2015-04-23,2.59,1699.142857142857,13,1
2015-04-24,2.59,1711.0,13,2
2015-04-25,2.56,1721.5714285714287,13,2
2015-04-26,2.53,1732.142857142857,11,2
2015-04-27,2.5,1742.7142857142858,10,1
2015-04-28,2.55,1753.2857142857142,9,1
2015-04-29,2.55,1763.857142857143,7,1
2015-04-30,2.56,1774.4285714285713,7,1
2015-05-01,2.68,1785.0,7,1
2015-05-02,2.6933333333333334,1801.0,5,1
2015-05-03,2.706666666666667,1817.0,3,1
2015-05-04,2.72,1833.0,2,2
2015-05-05,2.76,1849.0,3,3
2015-05-06,2.76,1865.0,3,3
2015-05-07,2.74,1881.0,3,3
2015-05-08,2.78,1897.0,3,4
2015-05-09,2.8033333333333332,1910.142857142857,3,4
2015-05-10,2.8266666666666667,1923.2857142857142,3,5
2015-05-11,2.85,1936.4285714285713,3,5
2015-05-12,2.85,1949.5714285714287,4,4
2015-05-13,2.85,1962.7142857142858,7,2
2015-05-14,2.87,1975.857142857143,7,2
2015-05-15,2.96,1989.0,5,3
2015-05-16,2.9766666666666666,2005.0,3,4
2015-05-17,2.993333333333333,2021.0,2,6
2015-05-18,3.01,2037.0,3,6
2015-05-19,3.01,2053.0,5,5
2015-05-20,3.04,2069.0,7,3
2015-05-21,2.96,2085.0,7,2
2015-05-22,2.96,2101.0,6,2
2015-05-23,2.925,2119.8571428571427,5,2
2015-05-24,2.8899999999999997,2138.714285714286,3,3
2015-05-25,2.855,2157.5714285714284,1,5
2015-05-26,2.82,2176.4285714285716,1,6
2015-05-27,2.82,2195.285714285714,1,7
2015-05-28,2.78,2214.1428571428573,0,7
2015-05-29,2.78,2233.0,0,6
2015-05-30,2.78,2248.8571428571427,1,7
2015-05-31,2.78,2264.714285714286,2,6
2015-06-01,2.78,2280.5714285714284,4,4
2015-06-02,2.63,2296.4285714285716,4,4
2015-06-03,2.65,2312.285714285714,3,3
2015-06-04,2.6,2328.1428571428573,2,4
2015-06-05,2.6,2344.0,1,5
2015-06-06,2.6,2356.714285714286,1,5
2015-06-07,2.6,2369.4285714285716,1,7
2015-06-08,2.6,2382.1428571428573,0,8
2015-06-09,2.72,2394.8571428571427,0,9
2015-06-10,2.81,2407.5714285714284,0,9
2015-06-11,2.88,2420.285714285714,0,9
2015-06-12,2.88,2433.0,0,10
2015-06-13,2.8833333333333333,2443.4285714285716,0,10
2015-06-14,2.8866666666666667,2453.8571428571427,0,10
2015-06-15,2.89,2464.285714285714,0,11
2015-06-16,2.94,2474.714285714286,0,10
2015-06-17,2.93,2485.1428571428573,0,9
2015-06-18,2.93,2495.5714285714284,0,10
2015-06-19,2.81,2506.0,0,10
2015-06-20,2.8033333333333332,2516.4285714285716,0,10
2015-06-21,2.796666666666667,2526.8571428571427,0,11
2015-06-22,2.79,2537.285714285714,0,12
2015-06-23,2.83,2547.714285714286,0,12
2015-06-24,2.83,2558.1428571428573,0,10
2015-06-25,2.8,2568.5714285714284,0,10
2015-06-26,2.77,2579.0,0,10
2015-06-27,2.77,2591.4285714285716,0,8
2015-06-28,2.77,2603.8571428571427,1,8
2015-06-29,2.77,2616.285714285714,0,8
2015-06-30,2.8,2628.714285714286,0,10
2015-07-01,2.78,2641.1428571428573,0,9
2015-07-02,2.79,2653.5714285714284,0,9
2015-07-03,2.79,2666.0,0,8
2015-07-04,2.79,2680.0,0,9
2015-07-05,2.79,2694.0,0,9
2015-07-06,2.79,2708.0,0,10
2015-07-07,2.77,2722.0,0,10
2015-07-08,2.77,2736.0,1,9
2015-07-09,2.7,2750.0,0,9
2015-07-10,2.7,2764.0,0,9
2015-07-11,2.7600000000000002,2772.4285714285716,0,10
2015-07-12,2.82,2780.8571428571427,0,11
2015-07-13,2.88,2789.285714285714,0,12
2015-07-14,2.88,2797.714285714286,0,11
2015-07-15,2.93,2806.1428571428573,0,10
2015-07-16,2.9,2814.5714285714284,0,9
2015-07-17,2.88,2823.0,0,11
2015-07-18,2.88,2830.0,0,12
2015-07-19,2.88,2837.0,0,13
2015-07-20,2.88,2844.0,0,13
2015-07-21,2.84,2851.0,0,12
2015-07-22,2.84,2858.0,0,10
2015-07-23,2.92,2865.0,0,10
2015-07-24,2.92,2872.0,0,10
2015-07-25,2.92,2877.4285714285716,0,11
2015-07-26,2.92,2882.8571428571427,0,12
2015-07-27,2.92,2888.285714285714,0,12
2015-07-28,2.89,2893.714285714286,0,13
2015-07-29,2.91,2899.1428571428573,0,14
2015-07-30,2.87,2904.5714285714284,0,14
2015-07-31,2.76,2910.0,0,13
2015-08-01,2.76,2919.285714285714,0,11
2015-08-02,2.76,2928.5714285714284,0,11
2015-08-03,2.76,2937.8571428571427,0,11
2015-08-04,2.83,2947.1428571428573,0,11
2015-08-05,2.85,2956.4285714285716,0,11
2015-08-06,2.76,2965.714285714286,0,9
2015-08-07,2.76,2975.0,0,9
2015-08-08,2.79,2982.4285714285716,0,10
2015-08-09,2.82,2989.8571428571427,0,10
2015-08-10,2.85,2997.285714285714,0,10
2015-08-11,2.84,3004.714285714286,0,11
2015-08-12,2.93,3012.1428571428573,0,10
2015-08-13,2.93,3019.5714285714284,0,10
2015-08-14,2.83,3027.0,0,11
2015-08-15,2.816666666666667,3036.5714285714284,0,12
2015-08-16,2.8033333333333332,3046.1428571428573,0,13
2015-08-17,2.79,3055.714285714286,0,12
2015-08-18,2.71,3065.285714285714,0,12
2015-08-19,2.77,3074.8571428571427,0,11
2015-08-20,2.77,3084.4285714285716,0,9
2015-08-21,2.7,3094.0,0,8
2015-08-22,2.6833333333333336,3107.714285714286,0,9
2015-08-23,2.6666666666666665,3121.4285714285716,0,9
2015-08-24,2.65,3135.1428571428573,1,9
2015-08-25,2.71,3148.8571428571427,1,8
2015-08-26,2.73,3162.5714285714284,1,7
2015-08-27,2.69,3176.285714285714,1,7
2015-08-28,2.69,3190.0,0,7
2015-08-29,2.6933333333333334,3200.285714285714,0,8
2015-08-30,2.6966666666666668,3210.5714285714284,0,9
2015-08-31,2.7,3220.8571428571427,0,10
2015-09-01,2.7,3231.1428571428573,0,11
2015-09-02,2.7,3241.4285714285716,0,11
2015-09-03,2.67,3251.714285714286,0,12
2015-09-04,2.67,3262.0,1,11
2015-09-05,2.67,3272.5714285714284,1,10
2015-09-06,2.67,3283.1428571428573,1,10
2015-09-07,2.67,3293.714285714286,0,11
2015-09-08,2.74,3304.285714285714,0,12
2015-09-09,2.74,3314.8571428571427,0,12
2015-09-10,2.71,3325.4285714285716,0,10
2015-09-11,2.67,3336.0,1,8
2015-09-12,2.68,3351.0,2,6
2015-09-13,2.69,3366.0,2,5
2015-09-14,2.7,3381.0,2,3
